,noise,dxdt,test_mse,correlation
83,0.0,0.00018225279573056238,0.05001951983744253,0.8521249176422933
84,0.0,3.654705271831599e-07,0.025377600546871017,0.9294516067120264
85,0.0,3.899330565965329e-07,0.04921836579635331,0.887236428144896
86,0.0,1.9344039758961517e-05,0.04260790362236211,0.8686099298757025
87,0.0,1.1724428323527577e-05,0.04649897691360785,0.8421735852524204
88,0.0,3.1046315310923463e-07,0.033444619986978175,0.8941065457450447
89,0.0,3.356129056889657e-08,0.11329904595673809,0.6159617298055853
90,0.0,,,
91,0.0,1.7455853332135016e-06,0.06553226956910689,0.8287720868549951
92,0.0,3.2160976874102576e-05,0.07302229391557387,0.7817153163352011
93,0.0,4.192415100056069e-06,0.0709870870912674,0.8283027977453505
94,0.0,1.9806326729968897e-07,0.046946036669047994,0.823370744012376
95,0.0,5.0164512007553355e-05,0.0569059474256111,0.8235396720173986
96,0.0,1.0287680508759396e-05,0.04373274596128964,0.9038342411072955
97,0.0,2.3680749657975267e-05,0.042427713260698365,0.9009993019195784
98,0.0,2.1197632763914013e-07,0.0542914822269235,0.8636038230081662
99,0.0,7.003911234667212e-05,0.0649846522393281,0.810601603866437
100,0.0,7.324616878308062e-06,0.028710509556566417,0.904050119759872
101,0.0,8.242642925111489e-08,0.02309998665355349,0.9454037823917796
102,0.0,2.4090542386472964e-06,0.05002470310510005,0.8371837368966374
103,0.0,7.180855575908081e-08,0.05869237730665004,0.8396245213825437
104,0.0,2.7380410073777416e-06,0.08262844648930273,0.7689099500979045
105,0.0,2.3978498569296996e-07,0.038197866997023516,0.9001109713235118
106,0.0,1.4294598702446972e-07,0.040217359225101224,0.8730144398679152
107,0.0,1.2342153788603732e-05,0.05665130921358099,0.8507603468008501
108,0.0,2.9309183949438607e-07,0.02198914054348312,0.9477731653156987
109,0.0,3.8345760126408063e-07,0.018404907514808076,0.9530103086277121
110,0.0,,,
111,0.0,1.991226636622133e-05,0.03678386812381171,0.9242965966164255
112,0.0,5.525346376740315e-05,0.06809753099198806,0.8235311780887046
113,0.0,4.6180240211857364e-08,0.12896469781393788,0.509206267197368
114,0.0,8.554413713657714e-06,0.04002674387313033,0.8661379801126868
115,0.0,3.6170803393908286e-07,0.027505058248587778,0.9276785019241663
116,0.0,8.595644430174818e-07,0.03264877789768272,0.9096624372416021
117,0.0,2.8911061932154776e-05,0.04728638826832258,0.8771717195776526
118,0.0,1.6322529927159876e-06,0.049900794713647334,0.8533375495819906
119,0.0,9.757356330752306e-06,0.023573410435578555,0.9370568376274331
120,0.0,1.4790177398594862e-07,0.05233250458420905,0.8785493885079979
121,0.0,4.7932515383038975e-05,0.10311112702784346,0.6978449039249576
122,0.0,7.365046868415921e-08,0.026300880948189467,0.9286351724064249
123,0.0,1.215272214770382e-05,0.05046400041642596,0.8821237945906966
124,0.0,,,
125,0.0,3.8599442764849197e-07,0.023791738426249952,0.9180778321949062
126,0.0,1.0961290404126016e-05,0.06725535619360723,0.8202218493423357
127,0.0,7.435623216722429e-05,0.04663982938903843,0.8854311181565572
128,0.0,1.5362446051988314e-06,0.05572993703753547,0.8552870393642423
129,0.0,1.9121720715200195e-06,0.03521724659185121,0.9090427544187686
130,0.0,2.720164912609701e-05,0.03604142113795282,0.8935851160481579
131,0.0,7.352471236351627e-08,0.03170778250139065,0.9080547492991822
132,0.0,2.778829982660019e-06,0.024071950404720325,0.9322988684638307
133,0.0,2.382835479301016e-06,0.024694303228883597,0.9323241102187511
134,0.0,2.1442627799489572e-07,0.022304054878423706,0.9477329592159449
135,0.0,1.567614868758368e-07,0.04178203635344199,0.8879471733683314
136,0.0,1.0982948171207135e-06,0.048664280690002226,0.855521518693397
137,0.0,6.033331214800766e-07,0.03988532464434301,0.8908986070441339
138,0.0,1.624409367737198e-06,0.04858921751392862,0.8648669805507173
139,0.0,2.179650175309072e-05,0.05535816976234693,0.8443911682927716
140,0.0,0.0002516069021697823,0.04138501224134724,0.9114646494218263
141,0.0,2.4986192918157295e-06,0.020731654492762222,0.9397134688242125
142,0.0,1.4989500999471453e-07,0.0350253389477183,0.9127793877228794
143,0.0,3.4337155102383237e-06,0.051880213208354516,0.8661863213452354
144,0.0,3.374829407784904e-05,0.06627673622176132,0.7537274141550656
145,0.0,2.176058301192307e-07,0.04235397539642282,0.8878245151520876
146,0.0,4.819131682511081e-06,0.10968066493532154,0.7424303536394611
147,0.0,1.41651228979451e-05,0.03483098383523494,0.9246552135497214
148,0.0,1.8646253179757234e-08,0.13050375669898964,0.512380489909638
149,0.0,2.3501283523999627e-06,0.06124625261478392,0.8563678647415948
150,0.0,3.609649268604327e-07,0.0350741619419481,0.9140744263600218
151,0.0,8.315505023130247e-07,0.05078013492741449,0.9009397681944474
152,0.0,5.3499531958568596e-06,0.06698211842263815,0.8233898745006376
153,0.0,1.3195641774301142e-05,0.04939201524836817,0.8603390579158291
154,0.0,6.968559757072765e-08,0.047949493397030606,0.8880474598040252
155,0.0,1.6976583737812145e-05,0.047492189860562306,0.8979544267587924
156,0.05,0.00019985541294930607,0.05035018384324368,0.8488966953582505
157,0.05,9.386860247115733e-05,0.09686691167442579,0.7333334703246955
158,0.05,1.9053779404961406e-07,0.03102591854582985,0.9117871576972575
159,0.05,1.814645147234721e-07,0.0829785996881503,0.7737943893521906
160,0.05,5.314878630631713e-07,0.045759563079245655,0.8632741703183423
161,0.05,1.392535531240383e-05,0.04501547206935455,0.8815867394119167
162,0.05,6.962428124648988e-07,0.025257695835376872,0.9315990768054576
163,0.05,1.383217525763666e-06,0.04063521527804469,0.8943761493447825
164,0.05,5.171964933324352e-08,0.13961027442826254,0.6124630916768775
165,0.05,6.579944504214865e-05,0.06567750773218384,0.810067879671346
166,0.05,3.7240890741662553e-07,0.03541644000061879,0.91156891815893
167,0.05,1.0573495721396995e-05,0.03520494735920262,0.9108164892455382
168,0.05,1.0291240004768989e-05,0.0552008269020534,0.8539355102389622
169,0.05,8.800046223143657e-06,0.0302112304444045,0.9108316843746912
170,0.05,2.718953172792804e-05,0.061650780682304104,0.8424973109513463
171,0.05,1.132980538067186e-06,0.02672700023753028,0.9287389902835692
172,0.05,2.6474743645475185e-06,0.049562587582121606,0.8584551635097859
173,0.05,6.419742519548245e-07,0.022146020598139082,0.9417803402120167
174,0.05,6.5958400009728875e-06,0.05752105262576529,0.814943086658165
175,0.05,4.937076560726365e-08,0.09855834078931701,0.6907044969274921
176,0.05,3.931436463145944e-06,0.044451803493693605,0.8901208180069001
177,0.05,2.945949919043401e-06,0.10460836825240018,0.7634675492234061
178,0.05,1.5681954645006113e-07,0.05178942457667614,0.8530747046009243
179,0.05,8.028599913319416e-08,0.033587483759540994,0.9195536156775289
180,0.05,6.440616241157614e-06,0.05065975526300805,0.8579407429936743
181,0.05,0.000465166195698123,0.06764552168969007,0.8410547925784114
182,0.05,5.981036478438902e-07,0.03778478948906346,0.9023982792992394
183,0.05,0.00015316873162294137,0.08710369096013737,0.7503979491596235
184,0.05,3.527877912377773e-06,0.027768373468891393,0.9212782846431427
185,0.05,8.580061027844125e-08,0.05529282492357423,0.892553625397552
186,0.05,3.655230160147928e-05,0.05985315137062748,0.8135284366958473
187,0.05,7.113812896382585e-08,0.06825768208787537,0.8218288192798887
188,0.05,1.3780808972318796e-07,0.05390590038722845,0.8690029440964044
189,0.05,8.07828419037981e-07,0.037570869146293935,0.8937783934800377
190,0.05,7.667612490713899e-07,0.04039163734182097,0.9011070333160552
191,0.05,4.18218663251722e-05,0.10495350646870878,0.7172304312259856
192,0.05,5.822577205049331e-06,0.13704616931394908,0.6608867076661633
193,0.05,2.917280298442306e-07,0.036609715278748,0.9064105109785436
194,0.05,4.286244896955855e-07,0.033045876145632896,0.903569606527486
195,0.05,4.952142779518217e-07,0.0389089152554727,0.8904292465335047
196,0.05,8.793402567338325e-08,0.03550329848012039,0.9164083847790736
197,0.05,8.127254130793686e-06,0.08032991330302322,0.7962653511024834
198,0.05,9.951824165415119e-05,0.09670402337880211,0.7809217820647019
199,0.05,9.126764861765928e-08,0.05419105419368965,0.8578743112832907
200,0.05,7.558460851448147e-08,0.025810599579153513,0.9382583098007286
201,0.05,2.774269140192657e-06,0.04505544305385051,0.9007739190133922
202,0.05,1.5042412812208967e-07,0.05783491573017175,0.8421961542492888
203,0.05,4.654612979938146e-05,0.035356153004944324,0.8988983756890444
204,0.05,1.8064053081836554e-07,0.036888470492897445,0.8933477262268265
205,0.05,6.791765053027774e-07,0.05253976235507088,0.874019177221339
206,0.05,1.257260046986477e-05,0.07518510426483392,0.7636774147512981
207,0.05,3.877080009793295e-07,0.038796706661910735,0.889767888945059
208,0.05,6.854708897990722e-08,0.05288363839164948,0.8663501150029362
209,0.05,8.886997381297348e-06,0.025178362048820544,0.9309721699571262
210,0.05,8.103422050778769e-08,0.06881096193181604,0.833020405025423
211,0.05,1.4068869007300589e-07,0.0542629858882089,0.8383600133098161
212,0.05,1.222985027240023e-06,0.04121914705503908,0.8904555422992767
213,0.05,6.296689364019621e-06,0.04585487818786502,0.86995166492201
214,0.05,1.1491858976378212e-05,0.07302055784443909,0.8402222407340763
215,0.05,6.308956253498429e-07,0.037838768340067205,0.906914372135885
216,0.05,3.3681234251510532e-06,0.04201163312930709,0.9001646279648677
217,0.05,1.564490429829824e-05,0.0770939479680796,0.8057366842590502
218,0.05,2.7391461253732837e-06,0.0726542582171778,0.7983006702815509
219,0.05,0.00029718806272051383,0.05559916560603544,0.8490913876778117
220,0.05,4.957331377229224e-08,0.08013050452275335,0.7170993600995652
221,0.05,4.1841393222851003e-07,0.03442755361729668,0.9219967397976055
222,0.05,6.33030618017137e-07,0.048424243092979935,0.85478761072435
223,0.05,7.932149746939956e-06,0.05773772964378053,0.8146517087389875
224,0.05,1.0484748659474033e-05,0.054047087645481134,0.8380537127079449
225,0.05,7.18494541142704e-05,0.07513704279341848,0.8147823924241596
226,0.05,0.0001285380094759925,0.0473567304487348,0.8582492563798845
227,0.05,5.222486487084989e-06,0.07469076498714983,0.7837129941815238
228,0.05,6.916060074253417e-08,0.07976903927772862,0.8044968944381787
229,0.05,2.5342311404724363e-05,0.03917842734279022,0.8977379527654473
230,0.05,3.293302070986294e-05,0.04569999168687229,0.857411392880013
231,0.05,8.034045325053301e-06,0.03006783750588661,0.9148850890713698
232,0.05,2.8899100045716573e-07,0.041370868580337894,0.8860653268772501
233,0.05,8.83678975021821e-06,0.025004018525972806,0.9194506162014492
234,0.05,3.3476103015298987e-07,0.05917352463906586,0.817756792371067
235,0.05,1.0351292898837828e-05,0.033853129827392296,0.8867783608314908
236,0.05,1.0160683311565861e-05,0.10034813498971917,0.666564971889791
237,0.05,1.062793945266104e-06,0.0527756356870497,0.8727312747855046
238,0.05,8.968430659446124e-05,0.05974767219555269,0.8433930544861233
239,0.05,1.5582824116417057e-05,0.03140172019535599,0.8998781213253374
240,0.05,5.2895744184371306e-05,0.04135653486779449,0.8894649497845685
241,0.05,2.136769070246632e-05,0.050074647450788705,0.8682123534111811
242,0.05,3.964699973527998e-05,0.06416270200405459,0.8273086934269853
243,0.05,2.0886567242187642e-07,0.03367109033479149,0.9182280684537243
244,0.05,6.265037357634324e-08,0.030555488333209663,0.9090162585472402
245,0.05,2.1144756752227313e-06,0.02638541298772011,0.9312847132550677
246,0.05,1.6390906185080534e-07,0.0374327980288331,0.887730622815822
247,0.05,1.186932703336658e-06,0.03537601633263944,0.9086597850977151
248,0.05,1.3189647719924166e-05,0.07535401922877427,0.804952614913096
249,0.05,9.738266743432063e-08,0.03832128908061659,0.9083209966111336
250,0.05,0.26822423375476656,0.26969164152325015,0.23470180388625883
251,0.05,1.5231520036004588e-05,0.04302697109586127,0.8803448750021947
252,0.05,3.734219521391837e-07,0.04257634100053403,0.890337369660626
253,0.05,9.559515396859262e-05,0.050013905973640506,0.8483903772210414
254,0.05,1.8120489836239234e-07,0.03721946397510289,0.8888148431303029
255,0.05,6.217880919506849e-06,0.02861096586774182,0.9331215198749897
256,0.05,7.413875801070758e-08,0.03433515395784735,0.9153311380784666
257,0.05,4.120234716933394e-07,0.044350884839893696,0.8955159924376838
258,0.05,7.042226238199761e-07,0.0584024708960742,0.85947111039916
259,0.05,4.5498029795177255e-05,0.05541824914217144,0.8206378364118054
260,0.05,1.274746367748518e-06,0.0847119148875291,0.7688185738717783
261,0.05,2.682728308440138e-05,0.04670970469784705,0.8482343797139458
262,0.05,,,
263,0.05,1.4674491623481822e-05,0.05526658290794686,0.8179132920766552
264,0.05,8.144013539963912e-08,0.04368000614968863,0.8847017336034007
265,0.05,,,
266,0.05,2.907186595143306e-07,0.054399947745361985,0.8283318099535012
267,0.05,9.029227296437338e-07,0.052631368677574744,0.8706424988211505
268,0.05,2.3246541495243375e-08,0.16679157689787932,0.4651837059467858
269,0.05,1.2702496770173257e-07,0.03981867823862712,0.8953767791281237
270,0.05,8.971015372017044e-08,0.04137013808226773,0.8516322873748279
271,0.05,2.7194187043867576e-07,0.025297175803506454,0.9277315313363684
272,0.05,2.5465074151569526e-05,0.09728151932077538,0.7449851681099798
273,0.05,6.632877283694059e-07,0.025568680723293456,0.9420720212058538
274,0.05,3.4366004966991043e-07,0.07902289319742348,0.837504195815693
275,0.05,0.00020769622501634412,0.057583519286914395,0.8343922870581036
276,0.05,1.6104815127156352e-05,0.040341201461580024,0.872895432887255
277,0.05,1.0307415962178053e-06,0.10616515203065059,0.7316213598275069
278,0.05,4.169747378272624e-06,0.0922905689311913,0.7454732427489345
279,0.05,5.262880490975974e-06,0.03248735530888292,0.8971722002245378
280,0.05,7.74487271617981e-06,0.036910920263090966,0.884439367485396
281,0.05,2.087471266116584e-06,0.03835859263177607,0.8994431600010786
282,0.05,,,
283,0.05,6.245048969424663e-07,0.047212144752491,0.8479139340762724
284,0.05,0.00021498550258808698,0.07560420222189593,0.7737908066659687
285,0.05,2.2255711877267764e-06,0.03255508000370905,0.9115397876439865
286,0.05,1.2588853089098345e-06,0.09936523019678474,0.7546699074280449
287,0.05,4.698587736761041e-06,0.08048480241092197,0.7840665556253329
288,0.05,1.4287489609464847e-05,0.03166682831593695,0.90969762854803
289,0.05,1.0387608345779626e-07,0.0330811359500688,0.9152551071199194
290,0.05,3.713572197631957e-05,0.04600423515326821,0.890952444685349
291,0.05,3.898994495362497e-05,0.08656292735488144,0.7117039143021051
292,0.05,1.0298684103255149e-05,0.05236869266167147,0.8475475497704665
293,0.05,1.105611762551272e-05,0.044459177193859986,0.8856646407167668
294,0.05,5.027195777266107e-05,0.08537580373145497,0.7596318209408928
295,0.05,1.43522326608246e-07,0.05525278807801503,0.8410027861958642
296,0.05,1.1229899605000032e-06,0.1124076753133358,0.7430929653657422
297,0.05,4.7358185653517964e-06,0.03999052978992956,0.8364201679053619
298,0.05,9.459075347777191e-07,0.043472226096913216,0.8494892169210558
299,0.05,1.0157599252802377e-05,0.03437954175464397,0.9197757734466231
300,0.05,3.209550873207401e-06,0.045846958364020855,0.8433102933290132
301,0.05,7.924638569873582e-08,0.11594121169034305,0.7070944255487805
302,0.05,0.00010921537832364614,0.05550286582225091,0.8318634129135574
303,0.05,6.177890620638385e-05,0.0631533817591309,0.8113937755333582
304,0.05,9.061372595708913e-07,0.04472373900326656,0.8811158402631868
305,0.05,1.2283638216887077e-07,0.05210459650969721,0.8778692543833378
306,0.05,1.273401611468871e-05,0.0940236422351212,0.7527030052405496
307,0.05,1.1281758922976984e-05,0.0424605591447418,0.8796240569364133
308,0.05,2.5268770032935054e-07,0.05398753116629877,0.875508854205186
309,0.05,6.37760599068455e-06,0.09877619898172879,0.6825225211817655
310,0.05,7.854048190412233e-08,0.0410322063544611,0.8835868990625247
311,0.05,7.948342007324809e-06,0.08110639392812334,0.7576583486837414
312,0.05,2.3817250878661078e-06,0.051693853034776034,0.842405338254227
313,0.05,1.2304791210778455e-07,0.044620340880038745,0.9058690144201595
314,0.05,4.128094632024708e-07,0.10341623237077303,0.6848939391113673
315,0.05,2.9057743753276157e-05,0.050799469630671015,0.8658270401075171
316,0.05,9.404019947899428e-05,0.2008932759681788,0.33321572009627504
317,0.05,1.8538296420415815e-05,0.032162535000629114,0.9063671310908599
318,0.1,8.616522868039663e-08,0.06965435217638652,0.7905178181267285
319,0.1,6.244004236952852e-06,0.05061313883517947,0.8608272522828021
320,0.1,1.5890023415407364e-06,0.09036139218035973,0.7444891988653063
321,0.1,0.00020925330931906777,0.07109318694631296,0.7773215974894535
322,0.1,3.06090290744193e-07,0.04639501769187285,0.8769562625042698
323,0.1,4.338832502453201e-06,0.034053083030723914,0.9072371000720696
324,0.1,1.238739437454641e-06,0.037569835875033236,0.9025089545734979
325,0.1,9.324229335301637e-05,0.0956033695397194,0.7617003289666289
326,0.1,2.8582529576963057e-05,0.07689982317415578,0.776370356224505
327,0.1,3.331741798145901e-05,0.0705676352249556,0.8331356837311468
328,0.1,9.128724286446399e-06,0.048049454651699394,0.8755223196223311
329,0.1,5.212367868642872e-07,0.03752699880660775,0.9020686189928588
330,0.1,,,
331,0.1,4.8035598583790006e-06,0.029475065467793462,0.9128542805793463
332,0.1,1.1778216753745351e-07,0.037354025552859625,0.9068881278638958
333,0.1,5.430888673029287e-06,0.030436648936136616,0.9164098571507309
334,0.1,7.062597358411394e-08,0.03855803788474461,0.8925105093265272
335,0.1,1.6340491770218406e-07,0.02919203047277907,0.9225605559899286
336,0.1,1.891780391988501e-06,0.05941276771795573,0.8080082135263117
337,0.1,4.6478393405402857e-05,0.05511529405312459,0.836171860710674
338,0.1,4.726911275700629e-06,0.06603456192278737,0.8338541793390557
339,0.1,6.618938169787434e-07,0.04434087376718561,0.9026273833388361
340,0.1,2.390813898091752e-07,0.047451520760935215,0.8616833604220122
341,0.1,9.348014086214792e-08,0.04781709548943999,0.8840403061619478
342,0.1,1.0510013410707528e-05,0.04719603559109174,0.8685491322999197
343,0.1,5.496169315068124e-06,0.09477463437782378,0.7699711462405292
344,0.1,2.0800603354783335e-06,0.033030692789005674,0.9132393041791775
345,0.1,1.9743330886375647e-06,0.044508573638549584,0.8790492900678143
346,0.1,4.9682392545785875e-06,0.029946589725646094,0.9147886586607441
347,0.1,0.00010335852467226151,0.040552050106147486,0.9005936071997643
348,0.1,7.119487591302077e-05,0.08184214703068608,0.7285812843583722
349,0.1,4.766285103478208e-07,0.0780002347901204,0.7926398324214317
350,0.1,9.495093919411324e-08,0.039422878326484126,0.9070405994033871
351,0.1,2.1382284115959097e-06,0.027097367499757136,0.9246609213524063
352,0.1,6.080462697977758e-06,0.0290536420068714,0.931129922669984
353,0.1,3.9057764912968894e-07,0.047873594268956994,0.8791056423182436
354,0.1,1.8247531297999358e-06,0.03612543995824346,0.9075467244399216
355,0.1,4.5737837374490434e-06,0.04065889759924756,0.8802050210021272
356,0.1,3.4967242816958124e-07,0.03295705014675921,0.9080067392360408
357,0.1,1.3089406318199632e-06,0.03882359642681452,0.9080288788915398
358,0.1,0.00010943352768520908,0.0968160421006545,0.7441984649682917
359,0.1,1.6467378079366512e-06,0.07993634271338303,0.8074855804735557
360,0.1,0.00027722557949357783,0.06833898525360949,0.8170159419202532
361,0.1,5.903566447559265e-06,0.028827389497086464,0.9293756868427091
362,0.1,7.511749858459557e-08,0.04531558860354137,0.8998458338528087
363,0.1,7.186555737084571e-08,0.036467965115619914,0.9025705428379087
364,0.1,7.61350921409322e-08,0.027263842716156825,0.9228644406352916
365,0.1,1.0996962818706762e-06,0.02760798665662962,0.9204931898816718
366,0.1,2.0088772558163068e-07,0.04590883826657202,0.8928518853679996
367,0.1,4.65782006842111e-06,0.041764994194438784,0.876886568433343
368,0.1,1.3127439075665405e-05,0.039943696378619435,0.8852832724634755
369,0.1,4.7581898993812453e-07,0.05506929474387838,0.8587765131412899
370,0.1,4.336862505252169e-05,0.04288631943105597,0.8805548511752272
371,0.1,2.9877308339875207e-06,0.05579435439796804,0.8675145047927766
372,0.1,8.519031489554673e-05,0.04488315812600685,0.8653662815078756
373,0.1,0.0001482204451045074,0.04582143575075507,0.8781831991171851
374,0.1,2.2268207580209185e-06,0.0377055630811873,0.8955987606734085
375,0.1,2.7724144228791898e-08,0.18953555617754744,0.5343534706060723
376,0.1,1.0292559645820487e-05,0.03200855129000692,0.9201552621157316
377,0.1,1.560539041009328e-06,0.0395656744435622,0.9061852269824461
378,0.1,3.1273022907943777e-07,0.12202496172042394,0.6727035536595753
379,0.1,8.905081536405355e-08,0.09397661037025143,0.7291987234441882
380,0.1,1.8889914479759501e-06,0.0662980721835357,0.8171922389683421
381,0.1,8.344405298108878e-05,0.05347767595355621,0.8173142287901651
382,0.1,,,
383,0.1,1.0543306587970544e-05,0.05000667973440565,0.8488764802824087
384,0.1,9.9469145668225e-07,0.0527766955282599,0.8321526091144004
385,0.1,2.435639668601464e-05,0.04197942669669483,0.8800705291913585
386,0.1,2.253915162466206e-05,0.07231569318770126,0.822644964302393
387,0.1,6.971891598375205e-05,0.12625409094937728,0.5651970260781642
388,0.1,0.00033462609912491946,0.08070724106856393,0.7695379472275481
389,0.1,1.8937170795682915e-06,0.08547097372925519,0.7927493584157433
390,0.1,1.9401587535036196e-05,0.06484520335324302,0.8330439977287275
391,0.1,4.0758633633620734e-07,0.0414095517399372,0.8714433568072624
392,0.1,8.072671787533256e-06,0.0674059983474924,0.8069897692036844
393,0.1,1.6674434945861726e-06,0.03469474615437463,0.8808948326507156
394,0.1,3.885150162161826e-06,0.095222795706061,0.6864591635203242
395,0.1,8.063790673128486e-06,0.03748285699486307,0.8750384115909069
396,0.1,6.508532649116294e-05,0.07858771528617597,0.7505833967345733
397,0.1,8.281568647562812e-07,0.047425385526850425,0.885154263774342
398,0.1,0.002667691309020207,0.04424936086860013,0.8866472338163288
399,0.1,4.2860740854509693e-07,0.035942522758224814,0.885282022829776
400,0.1,6.700128493356919e-05,0.04885033203349801,0.8675176260731293
401,0.1,2.1928603349137078e-05,0.05559000860468958,0.8528497313478113
402,0.1,5.620915499433927e-06,0.0633625956344145,0.8294580234104711
