,correlation,mse,noise,label
b11_000_noise_0.8_011,0.15058596338074237,1.3824118424433574,0.8,False-False
b11_000_noise_0.8_012,0.0018715784775605343,34.76460091324932,0.8,False-False
b11_000_noise_0.8_013,0.07612484004954365,1.318679007761364,0.8,False-False
b11_000_noise_0.8_014,0.07122998390246829,1.2636647629586937,0.8,True-False
b11_001_noise_0.8_000,0.0605972199147572,1.2031335625435005,0.8,False-False
b11_001_noise_0.8_001,0.03633197234269448,1.3458050933098686,0.8,True-False
b11_001_noise_0.8_002,0.06607568993959181,1.441282135405991,0.8,True-False
b11_001_noise_0.8_003,0.06805987114366532,1.1504210307246594,0.8,False-False
b11_001_noise_0.8_004,0.10970632627900312,2.677115313938082,0.8,False-False
b11_001_noise_0.8_005,0.15649184119031762,1.6876479081273166,0.8,True-False
b11_001_noise_0.8_006,0.10853904190320247,1.6479101428676124,0.8,True-False
b11_001_noise_0.8_007,0.07732204886275552,0.8335944826670814,0.8,True-False
b11_001_noise_0.8_010,0.12534282947380498,0.9989399209588468,0.8,True-False
b11_001_noise_0.8_012,0.08919318843125557,1.393603443544442,0.8,False-False
b11_001_noise_0.8_013,0.09303016764354062,0.9106356425105137,0.8,False-False
b11_001_noise_0.8_014,0.12372719900911368,2.207467520125552,0.8,True-False
b11_002_noise_0.8_000,0.10008532575700811,1.2912390199752801,0.8,True-False
b11_002_noise_0.8_001,0.07207758686695519,0.9208946042555826,0.8,True-False
b11_002_noise_0.8_002,0.06516927562443843,1.3354753198376026,0.8,True-False
b11_002_noise_0.8_003,-0.0007912647125767837,8.243923974778324,0.8,True-False
b11_002_noise_0.8_004,0.12054725277556036,2.4596061968926373,0.8,True-False
b11_002_noise_0.8_005,0.10191235060186309,1.714051987152491,0.8,True-False
b11_002_noise_0.8_006,0.0370150826805352,1.5514247044126963,0.8,True-False
b11_002_noise_0.8_007,0.1405428360819151,1.7620990586782825,0.8,False-False
b11_002_noise_0.8_008,0.08526512474808688,1.5519371892718907,0.8,False-False
b11_002_noise_0.8_009,0.05912852104305169,1.6566719879486314,0.8,False-False
b11_002_noise_0.8_010,0.13171989530983597,0.34978210734731935,0.8,False-False
b11_002_noise_0.8_011,0.1583765950569684,1.3794256806893668,0.8,True-False
b11_002_noise_0.8_012,0.1702286622842658,1.6057393537701363,0.8,True-False
b11_002_noise_0.8_013,-0.02654683301656149,1655.9812156694425,0.8,False-False
b11_002_noise_0.8_014,0.07025402497914592,1.1145066025263137,0.8,False-False
b11_000_noise_1.0_000,-0.04737468482596398,1.293594719601699,1.0,True-False
b11_000_noise_1.0_001,0.0008486028487019405,0.9735247037435977,1.0,False-False
b11_000_noise_1.0_002,0.03465715114794677,1.9635493468047827,1.0,False-False
b11_000_noise_1.0_003,0.17247153855482916,1.5627900789879314,1.0,True-False
b11_000_noise_1.0_004,0.26889566279677296,1.3754771040386145,1.0,False-False
b11_000_noise_1.0_005,0.15757988911672405,1.7030770252782983,1.0,True-False
b11_000_noise_1.0_006,0.002138610062791604,1.3093296908818992,1.0,False-False
b11_000_noise_1.0_007,0.251728754421887,1.6283674214538277,1.0,True-False
b11_000_noise_1.0_008,-0.03140594256699987,1.182155344860401,1.0,False-False
b11_000_noise_1.0_009,0.13178872583818207,1.8999191516123763,1.0,False-False
b11_000_noise_1.0_010,0.04436948103053904,2.998007773416431,1.0,True-False
b11_000_noise_1.0_011,0.030556403847141953,0.49130473751644255,1.0,False-False
b11_000_noise_1.0_012,0.3175008919905157,0.9580602829940987,1.0,True-False
b11_000_noise_1.0_013,0.12344668736642425,1.2767051368476514,1.0,True-False
b11_000_noise_1.0_014,0.1678438143111525,0.8319354863740988,1.0,True-False
b11_001_noise_1.0_000,0.14233367233629662,1.7114746505595826,1.0,True-False
b11_001_noise_1.0_001,0.007551910865451207,1.5710557032880919,1.0,False-False
b11_001_noise_1.0_002,0.04764172668996737,1.7389876213177071,1.0,False-False
b11_001_noise_1.0_003,0.07376952538268593,1.158168018175077,1.0,False-False
b11_001_noise_1.0_004,0.1047853267254977,1.4059729852746419,1.0,False-False
b11_001_noise_1.0_005,0.17115724604289112,1.9139994736238872,1.0,True-False
b11_001_noise_1.0_006,0.09793280640743789,0.936270692466541,1.0,False-False
b11_001_noise_1.0_007,0.3151285492839107,0.7386443454598559,1.0,False-False
b11_001_noise_1.0_008,0.09524621733470857,0.8910283730681611,1.0,True-False
b11_001_noise_1.0_009,0.07262264468578325,1.5326429718093977,1.0,True-False
b11_001_noise_1.0_010,-0.023489404123732138,1.9955043996945845,1.0,False-False
b11_001_noise_1.0_011,0.2036895922181325,1.458515702733718,1.0,False-False
b11_001_noise_1.0_012,0.3811360083000285,1.2254459293981765,1.0,True-False
b11_001_noise_1.0_013,0.07791774006245242,1.2171789589339854,1.0,False-False
b11_001_noise_1.0_014,-0.0052581846553598115,7.4408981558181635,1.0,False-False
b11_002_noise_1.0_000,0.1123599241559105,1.2085880810590142,1.0,False-False
b11_002_noise_1.0_001,0.0846373198487551,1.1696176037077144,1.0,False-False
b11_002_noise_1.0_002,0.048212787040015075,1.2171134674139232,1.0,False-False
b11_002_noise_1.0_003,0.11042857230899607,1.3808782495279748,1.0,True-False
b11_002_noise_1.0_004,0.11399749050037988,1.1000490837823573,1.0,False-False
b11_002_noise_1.0_005,0.20715132462938488,2.038165620728,1.0,False-False
b11_002_noise_1.0_006,0.11893675111592839,1.8821015284566889,1.0,False-False
b11_002_noise_1.0_007,0.14037138481006609,0.6123903266342011,1.0,False-False
b11_002_noise_1.0_008,0.010482402760756177,1.8559763438870396,1.0,False-False
b11_002_noise_1.0_009,0.16355222916621046,2.0022610649984838,1.0,False-False
b11_002_noise_1.0_010,0.02492172688422756,2.729827805302216,1.0,True-False
b11_002_noise_1.0_011,0.017586586631022767,0.3108403270988742,1.0,False-False
b11_002_noise_1.0_012,0.3530936667333855,1.154986973969781,1.0,False-False
b11_002_noise_1.0_013,0.17598532948487,1.3329205103622346,1.0,False-False
b11_002_noise_1.0_014,0.03568417996796585,0.5660759266062484,1.0,True-False
