,correlation,mse,frac,label
b11_frac_0.1_000,0.31307819323859304,0.2139335081275946,0.1,True-True
b11_frac_0.1_001,0.612340481649259,0.14029511461603497,0.1,True-True
b11_frac_0.1_002,0.6511396846375676,0.12376332131700706,0.1,False-True
b11_frac_0.1_003,0.2806393873451604,0.23028426684377476,0.1,False-False
b11_frac_0.1_004,0.7072331885263513,0.10661492812101743,0.1,True-True
b11_frac_0.1_005,0.42910763583301575,0.19285676582026035,0.1,False-False
b11_frac_0.1_006,0.5195233232968465,0.1688163628544253,0.1,False-False
b11_frac_0.1_007,0.6206994940169785,0.13489819540826714,0.1,True-True
b11_frac_0.1_008,0.5041103318041937,0.17064749025271467,0.1,True-True
b11_frac_0.1_009,0.5660052820598758,0.16175789569198218,0.1,True-True
b11_frac_0.1_010,0.6856726850703709,0.10895268805056949,0.1,True-False
b11_frac_0.1_011,0.007610292259157446,0.9319062566086964,0.1,False-False
b11_frac_0.1_012,0.42649753635643806,0.19983494241907326,0.1,True-True
b11_frac_0.1_013,0.304116997953156,0.22322806625133645,0.1,False-False
b11_frac_0.1_014,0.684321926583577,0.1181022921284176,0.1,True-True
b11_frac_0.1_015,0.4873245142928531,0.1750119354771332,0.1,True-True
b11_frac_0.1_016,0.6338553386518458,0.1336182075661197,0.1,False-True
b11_frac_0.1_017,0.33554788315727235,0.21132184469552634,0.1,False-False
b11_frac_0.1_018,0.4319752923662062,0.18647466153701964,0.1,False-True
b11_frac_0.1_019,0.6232122081694764,0.13585066110645924,0.1,True-True
b11_frac_0.1_020,0.44518088712293036,0.1841792559353516,0.1,False-True
b11_frac_0.1_021,0.20630109979233424,0.30494413225912265,0.1,False-False
b11_frac_0.1_022,0.6251268178729568,0.13736735891719884,0.1,True-True
b11_frac_0.1_023,0.622319212416171,0.13817861943190257,0.1,False-True
b11_frac_0.1_024,0.46632732606184735,0.17537522296320834,0.1,True-True
b11_frac_0.1_025,0.5081925491545072,0.16690175154247375,0.1,True-True
b11_frac_0.1_026,0.6146475185941639,0.14019111542716087,0.1,False-True
b11_frac_0.1_027,0.7536236098343618,0.0950336171652267,0.1,True-True
b11_frac_0.1_028,0.7248446042059298,0.10391447055599114,0.1,True-True
b11_frac_0.1_029,0.6453439605051067,0.13077475161569327,0.1,True-True
b11_frac_0.1_030,0.6871446763184118,0.11275566147968258,0.1,True-True
b11_frac_0.1_031,0.5936567300830321,0.14621948295091747,0.1,True-True
b11_frac_0.1_032,0.5421512317281456,0.15431855297135166,0.1,False-False
b11_frac_0.1_033,0.6233435332577462,0.13839444285160826,0.1,True-True
b11_frac_0.1_034,0.6603558742148261,0.1265091189799375,0.1,False-True
b11_frac_0.1_035,0.5987419026343523,0.14129222821173712,0.1,True-True
b11_frac_0.1_036,0.6402178974674891,0.12645582601519362,0.1,False-True
b11_frac_0.1_037,0.6127019048507752,0.13671097491335316,0.1,True-True
b11_frac_0.1_038,0.4329664049342573,0.189822956038914,0.1,False-False
b11_frac_0.1_039,0.6782745652350898,0.11381389634592692,0.1,True-True
b11_frac_0.1_040,0.6511950117456308,0.12461908786544085,0.1,True-False
b11_frac_0.1_041,0.6157429127124279,0.14044785622554903,0.1,False-True
b11_frac_0.1_042,0.4245026813871541,0.18814907344748913,0.1,True-True
b11_frac_0.1_043,0.48636460994980907,0.17387783378311727,0.1,True-True
b11_frac_0.1_044,0.7228581446325585,0.10497663403028827,0.1,True-True
b11_frac_0.1_045,0.6318275408992623,0.14283313597529554,0.1,True-True
b11_frac_0.1_046,0.07493376301260711,0.40169834557715683,0.1,False-False
b11_frac_0.1_047,0.6386527875768976,0.1234525919991107,0.1,True-True
b11_frac_0.1_048,0.18699984126646815,0.2894205858668515,0.1,False-False
b11_frac_0.1_049,0.5923272288149171,0.15162626670115983,0.1,True-True
b11_frac_0.2_000,0.591550807191666,0.16224881896820736,0.2,False-True
b11_frac_0.2_001,0.8399311995663572,0.06834357039321931,0.2,True-True
b11_frac_0.2_002,0.7677681514389729,0.08811779942007512,0.2,True-True
b11_frac_0.2_003,0.7070945711506134,0.10816420313983235,0.2,False-True
b11_frac_0.2_004,0.7203562866030971,0.10166899412015012,0.2,False-True
b11_frac_0.2_005,0.5567753320892229,0.15117234704526442,0.2,False-False
b11_frac_0.2_006,0.3403562818954924,0.2049515104068624,0.2,False-False
b11_frac_0.2_007,0.6257157797193028,0.14100385236897617,0.2,False-True
b11_frac_0.2_008,0.5389450934899537,0.16179226225899423,0.2,False-True
b11_frac_0.2_009,0.8399650764786545,0.06636913542359853,0.2,True-True
b11_frac_0.2_011,0.11835039060644895,0.5279598325046674,0.2,False-False
b11_frac_0.2_012,0.7661716287877917,0.09255950075046249,0.2,True-True
b11_frac_0.2_013,0.8901960904576419,0.051349611995386235,0.2,True-True
b11_frac_0.2_014,0.20222322220083636,0.4133307709381413,0.2,False-False
b11_frac_0.2_015,0.7099030838882985,0.10956299415824437,0.2,True-True
b11_frac_0.2_016,0.8761356053940955,0.05212842007191836,0.2,True-True
b11_frac_0.2_017,0.5927709113591856,0.14559828629629454,0.2,False-False
b11_frac_0.2_018,0.6021194379313397,0.15319133294195914,0.2,False-True
b11_frac_0.2_019,0.86643828526101,0.05588128015426645,0.2,True-True
b11_frac_0.2_020,0.7160457164613485,0.10745911045391787,0.2,True-True
b11_frac_0.2_021,0.6959939370788307,0.11109598882443802,0.2,True-True
b11_frac_0.2_022,0.6986734288953043,0.11532132409661196,0.2,True-True
b11_frac_0.2_023,0.7277897807135483,0.10556384408431554,0.2,True-True
b11_frac_0.2_024,0.3761943641542187,0.21571758591781637,0.2,False-False
b11_frac_0.2_025,0.7295566821829181,0.10606415309512345,0.2,True-True
b11_frac_0.2_026,0.7821281320193123,0.08765081937547137,0.2,True-True
b11_frac_0.2_027,0.8266959185514787,0.07167057431077038,0.2,True-True
b11_frac_0.2_028,0.8919944346714133,0.04423974588951681,0.2,True-True
b11_frac_0.2_029,0.8389466922458547,0.06607590915827677,0.2,True-True
b11_frac_0.2_030,0.7961036180748651,0.07716696690138934,0.2,True-True
b11_frac_0.2_031,0.6067932162730828,0.1498934220984313,0.2,False-True
b11_frac_0.2_032,0.5811844534847669,0.16772041547561137,0.2,False-False
b11_frac_0.2_033,0.7696312952986109,0.09056093407221544,0.2,True-True
b11_frac_0.2_034,0.718371180901381,0.1051578492163664,0.2,False-False
b11_frac_0.2_035,0.7128167012554648,0.11504610243992823,0.2,True-True
b11_frac_0.2_036,0.8481815779186975,0.06953661808312807,0.2,True-True
b11_frac_0.2_037,0.8217073369871378,0.06735944939997551,0.2,True-True
b11_frac_0.2_038,0.6995856995068701,0.11396183824767528,0.2,False-False
b11_frac_0.2_039,0.8688881439214107,0.047470708091380556,0.2,True-True
b11_frac_0.2_040,0.7151523767207457,0.10735044826402135,0.2,True-False
b11_frac_0.2_041,0.7945679239461291,0.08660337912044949,0.2,False-True
b11_frac_0.2_042,0.730223857725682,0.10320026115480088,0.2,True-True
b11_frac_0.2_043,0.7268863246490262,0.10253668117306877,0.2,False-True
b11_frac_0.2_044,0.822069275452377,0.0742895779888398,0.2,True-True
b11_frac_0.2_045,0.8133888224553103,0.07901871654543711,0.2,True-True
b11_frac_0.2_046,0.22207632753355067,0.26563758848042013,0.2,False-False
b11_frac_0.2_047,0.8153321846871469,0.07252868149897335,0.2,False-True
b11_frac_0.2_048,0.15188628088221526,0.294127861128293,0.2,False-False
b11_frac_0.2_049,0.15269086244980004,0.2514127159310385,0.2,False-False
b11_frac_0.3_000,0.7620805995219381,0.09695329525407786,0.3,True-True
b11_frac_0.3_001,0.8151860593541426,0.07951198070439441,0.3,True-True
b11_frac_0.3_002,0.85762171036293,0.05322039511159565,0.3,True-True
b11_frac_0.3_003,0.6957292264949053,0.11391663086690804,0.3,True-True
b11_frac_0.3_004,0.578263575639813,0.1449840933415504,0.3,False-False
b11_frac_0.3_005,0.8599940976008821,0.053625760666589944,0.3,True-True
b11_frac_0.3_006,0.8282937793327732,0.07460968598783317,0.3,True-True
