,edge,strength,tval,abstval,pval,logpval,fdr,bfr,distance,inv_dist,include,interaction,cocitation,string,genemania,npath,coexpression,experimental,database,textmining
2050,PKCa_STAT3pY705,0.00871558182561631,12.055290455596099,12.055290455596099,2.41993422534981e-31,30.616196438133503,1.27686089526665e-30,1.94465914349111e-27,0.0,0.0,0.0,1,1,0,4.9e-05,3,0,0,0,0
2051,RAD51_STAT3pY705,-0.000376365199389243,-0.19735269689790197,0.19735269689790197,0.8435916895862969,0.073867707245248,0.8932801182653158,1.0,2.0,1.0,1.0,0,0,0,0.0,86,0,0,0,0
2052,SRCpY416_STAT3pY705,0.0009191340765313359,0.330543889036017,0.330543889036017,0.741058345128185,0.13014759772958598,0.8176148646546979,1.0,0.0,1.0,0.0,1,28,0,0.00021,3,0,0,0,0
2053,4EBP1pT70_STAT3pY705,0.00180724457632429,0.9826271204166791,0.9826271204166791,0.326028902003232,0.48674389863100104,0.44055292693761205,1.0,-2.0,1.0,,0,0,537,0.0,0,61,0,0,528
2054,ACCpS79_STAT3pY705,-0.00871461722147044,-4.536130468767349,4.536130468767349,6.42487453418537e-06,5.1921353488749595,1.6548170434844103e-05,0.0516302917567136,-2.0,1.0,,0,0,0,0.0,0,0,0,0,0
2055,Collagenase_STAT3pY705,-0.00421518569355459,-2.5138911194778397,2.5138911194778397,0.0120970258796542,1.9173213902472401,0.0240861496454165,1.0,1.0,1.0,0.0,0,0,0,0.0,3,0,0,0,0
2056,CyclinE1_STAT3pY705,-0.00630134960685575,-4.4071386448622105,4.4071386448622105,1.16068713472374e-05,4.93528482933479,2.94887189840024e-05,0.0932728181463997,1.0,1.0,0.0,0,1,0,0.0,2,0,0,0,0
2057,IRS1pS307_STAT3pY705,0.0225620248470664,13.5302241277032,13.5302241277032,2.0089572683918998e-38,37.6970293008321,1.21110132099005e-37,1.61439806087973e-34,1.0,1.0,1.0,0,0,575,0.0,85,61,0,0,565
2058,p38_STAT3pY705,-0.0018009357928998801,-0.79902007761941,0.79902007761941,0.424468692282575,0.37215433668113,0.5424666684450979,1.0,0.0,1.0,0.0,1,6,0,0.00011,3,0,0,0,0
2059,SMAD3pS423_STAT3pY705,0.0365606133165499,15.5588074819327,15.5588074819327,4.8504878136286796e-49,48.314214582199,3.48957207433483e-48,3.897852007032e-45,1.0,1.0,1.0,1,6,0,0.0,50,0,0,0,0
2060,TSC2_STAT3pY705,0.0096108313588551,8.42182932292269,8.42182932292269,1.27623840926821e-16,15.8940681891273,4.89305909202258e-16,1.0255851856879301e-12,1.0,1.0,1.0,0,0,0,0.0,6,0,0,0,0
2061,SRC_STAT3pY705,-0.0010722452739750001,-0.896648982755093,0.896648982755093,0.370122267977077,0.431654785294934,0.487430767857062,1.0,0.0,1.0,0.0,1,28,0,0.00021,3,0,0,0,0
2062,G2M_STAT3pY705,0.0,,,,,,,inf,inf,,0,0,0,0.0,0,0,0,0,0
2063,G1arrest_STAT3pY705,0.0,,,,,,,inf,inf,,0,0,0,0.0,0,0,0,0,0
2064,G2arrest_STAT3pY705,0.0,,,,,,,inf,inf,,0,0,0,0.0,0,0,0,0,0
2065,Sarrest_STAT3pY705,0.0,,,,,,,inf,inf,,0,0,0,0.0,0,0,0,0,0
2066,cellviab_STAT3pY705,0.0,,,,,,,inf,inf,,0,0,0,0.0,0,0,0,0,0
2067,aMEK_STAT3pY705,-0.0698455408183439,-15.293322149789601,15.293322149789601,1.34334966503294e-47,46.871810928635206,9.461137518146092e-47,1.07951579082047e-43,inf,inf,,0,0,0,0.0,0,0,0,0,0
2068,aAKT_STAT3pY705,-0.0848505122521507,-21.636354501432198,21.636354501432198,1.90898918051587e-85,84.71919653302879,2.2965025530876496e-84,1.53406370546255e-81,inf,inf,,0,0,0,0.0,0,0,0,0,0
2069,aHDAC_STAT3pY705,-0.0526708760992184,-14.1351558895153,14.1351558895153,1.7277078434327497e-41,40.762529695139705,1.09753835808898e-40,1.3883860229825597e-37,inf,inf,,0,0,0,0.0,0,0,0,0,0
2070,aMDM2_STAT3pY705,-0.00121818116556916,-0.44035752788086296,0.44035752788086296,0.659773443416136,0.180605169254365,0.7544023038264192,1.0,inf,inf,,0,0,0,0.0,0,0,0,0,0
2071,aJAK_STAT3pY705,0.208203774124644,33.4353516515888,33.4353516515888,4.3014828390249876e-165,164.366381805399,1.7817894894023095e-163,3.456671609440479e-161,inf,inf,,0,0,0,0.0,0,0,0,0,0
2072,aBRAFm_STAT3pY705,-0.0444751897858058,-13.0078123515761,13.0078123515761,7.52673669979266e-36,35.123393276184004,4.3080381851519795e-35,6.048485611953379e-32,inf,inf,,0,0,0,0.0,0,0,0,0,0
2073,aPKC_STAT3pY705,0.36035395409509996,37.109794913173,37.109794913173,3.5921242951095885e-190,189.444648644236,2.624210075954609e-188,2.8866310835500687e-186,inf,inf,,0,0,0,0.0,0,0,0,0,0
2074,aSTAT3_STAT3pY705,0.0885850757906702,28.093127741167997,28.093127741167997,1.8938508260416099e-128,127.72265423229099,4.311327262909459e-127,1.5218985238070396e-124,inf,inf,,0,0,0,0.0,0,0,0,0,0
2075,amTOR_STAT3pY705,0.0160577600036861,3.6763503674634,3.6763503674634,0.000249190466487659,3.60346857690453,0.000584669952903599,1.0,inf,inf,,0,0,0,0.0,0,0,0,0,0
2076,aPI3K_STAT3pY705,0.0242999719251527,4.8252008649158,4.8252008649158,1.61672916470383e-06,5.7913627272340795,4.30913285822885e-06,0.01299203556756,inf,inf,,0,0,0,0.0,0,0,0,0,0
2077,aCDK4_STAT3pY705,0.15722037806212302,25.8915351782005,25.8915351782005,1.6491168634547595e-113,112.782748567306,2.9515151703168093e-112,1.3252303114722497e-109,inf,inf,,0,0,0,0.0,0,0,0,0,0
2078,aSRC_STAT3pY705,-0.156378733193693,-32.1733957296566,32.1733957296566,1.9787885000516095e-156,155.703600622251,6.795531789066117e-155,1.5901544386414696e-152,inf,inf,,0,0,0,0.0,0,0,0,0,0
2079,4EBP1pS65_TSC2pT1462,0.12187983109443501,36.0225468255923,36.0225468255923,8.795367321598437e-183,182.055746018354,5.121708101185868e-181,7.067957179636505e-179,-2.0,1.0,,0,4,0,0.00063,0,0,0,0,0
2080,RbpS807_TSC2pT1462,0.0340758288551075,13.592048822061301,13.592048822061301,9.858490908491019e-39,38.0061895597317,5.992649995509369e-38,7.92228329406338e-35,1.0,2.0,1.0,0,0,0,0.0,1,0,0,0,0
2081,MAPKpT202_TSC2pT1462,0.0869417453308723,24.0550948474793,24.0550948474793,3.133777571225449e-101,100.503931832059,4.64631670892394e-100,2.5183036562367694e-97,0.0,1.0,0.0,1,1,0,1.9e-05,2,0,0,0,0
2082,MEKpS217_TSC2pT1462,0.041749412045613,17.1807112803485,17.1807112803485,3.6617988141842596e-58,57.43630552029921,3.043041910112169e-57,2.9426215270784694e-54,1.0,2.0,1.0,0,0,0,0.0,33,0,0,0,0
2083,S6_TSC2pT1462,0.0265275238607326,7.2110375453557,7.2110375453557,1.09516798547468e-12,11.9605192602127,3.708710464085351e-12,8.800769931274531e-09,-2.0,0.0,,0,1,0,0.0,0,0,0,0,0
2084,PAI-1_TSC2pT1462,-0.0432471662485402,-19.9200847028267,19.9200847028267,1.3071996133562098e-74,73.88365808926741,1.3589464544541398e-73,1.0504656092930497e-70,2.0,1.0,1.0,0,0,0,0.0,110,0,0,0,0
2085,AKTpS473_TSC2pT1462,0.18916935077516,40.5314096399515,40.5314096399515,3.5422833931486084e-213,212.450716696913,4.591256346345518e-211,2.846578934734219e-209,0.0,1.0,0.0,1,7,0,0.00037999999999999997,2,0,0,0,0
2086,AMPKpT172_TSC2pT1462,-0.00247393346354582,-2.0426125841053198,2.0426125841053198,0.0413528863904197,1.38349417172975,0.0752688097470923,1.0,0.0,2.0,0.0,1,2,0,6.4e-05,3,0,0,0,0
2087,b-Catenin_TSC2pT1462,0.0423687507117367,16.454204532991,16.454204532991,5.167926923502329e-54,53.2866836360625,4.008635208230179e-53,4.152946075726469e-50,1.0,2.0,1.0,0,1,0,0.0,2,0,0,0,0
2088,BIM_TSC2pT1462,-0.032913004213594,-17.1882966635884,17.1882966635884,3.3101926642936095e-58,57.480146728095995,2.7594095695294e-57,2.6600708250263395e-54,1.0,2.0,1.0,0,0,0,0.0,6,0,0,0,0
2089,Caveolin_TSC2pT1462,-0.00763580172151255,-4.14833442744136,4.14833442744136,3.63391101486609e-05,4.43962571165258,8.99633669607637e-05,0.292021089154639,1.0,2.0,1.0,1,1,0,0.00022999999999999998,6,0,0,0,0
2090,CyclinB1_TSC2pT1462,0.0355237448287532,7.56834381943314,7.56834381943314,8.571008610195371e-14,13.066968068617301,3.0024684041643396e-13,6.887662519152999e-10,2.0,2.0,2.0,0,1,0,0.0,306,0,0,0,0
2091,CyclinD1_TSC2pT1462,0.0339940280783678,14.9824776934342,14.9824776934342,6.275176297354779e-46,45.2023740684297,4.302672075558279e-45,5.0427316725543e-42,2.0,2.0,2.0,1,1,0,4.6e-05,196,0,0,0,0
2092,GSK3abpS21_TSC2pT1462,0.21052419542930897,41.8031134020955,41.8031134020955,1.2957127577348692e-221,220.887491265099,2.1249689226851888e-219,1.0412347721157395e-217,0.0,1.0,0.0,1,3,0,9.4e-05,2,0,0,0,0
2093,GSKpS9_TSC2pT1462,0.0451567164005446,18.3939851346711,18.3939851346711,2.6582717520772092e-65,64.5754006236962,2.4638837139207e-64,2.1361871799692494e-61,0.0,1.0,0.0,1,3,0,9.4e-05,2,0,0,0,0
2094,IGFBP2_TSC2pT1462,-0.00430959424567593,-2.5666625441428796,2.5666625441428796,0.010412964501028,1.98242561216534,0.0209144170782957,1.0,-2.0,2.0,,0,0,0,0.0,0,0,0,0,0
2095,p38pT180_TSC2pT1462,0.004255640908764811,2.08405174618375,2.08405174618375,0.0374090911931226,1.4270228423125202,0.0687130187035277,1.0,0.0,2.0,0.0,1,0,0,7.099999999999999e-05,2,0,0,0,0
2096,p53_TSC2pT1462,-0.00213025457520663,-2.77211611613988,2.77211611613988,0.005672846512945229,2.2461989667407303,0.0117552848318793,1.0,0.0,2.0,0.0,1,2,0,6.2e-05,1,0,0,0,0
2097,p70S6KpT389_TSC2pT1462,0.0564916277158758,15.077461798080803,15.077461798080803,1.94873323519568e-46,45.7102476079895,1.34420774918734e-45,1.56600202780325e-42,1.0,0.0,1.0,0,0,0,0.0013,16,0,0,0,0
2098,SRCpY527_TSC2pT1462,-0.00408421211742241,-1.33171634669521,1.33171634669521,0.183257177792055,0.736939005966875,0.277388336925401,1.0,1.0,2.0,1.0,0,0,0,0.0,26,0,0,0,0
2099,STAT3pY705_TSC2pT1462,-0.00612908915345399,-2.72331530074841,2.72331530074841,0.00657570041224643,2.18205798139745,0.0135354325084048,1.0,1.0,1.0,1.0,0,0,0,0.0,19,0,0,0,0
2100,TSC2pT1462_TSC2pT1462,0.0,,,,,,,-1.0,-1.0,-1.0,0,0,0,0.0,1,0,0,0,0
2101,YAPpS127_TSC2pT1462,0.0184556290487029,9.27635929501207,9.27635929501207,1.0547257952222699e-19,18.9768604324045,4.37572353660616e-19,8.475776490406141e-16,1.0,2.0,1.0,0,0,0,0.0,5,0,0,0,0
2102,ACC1_TSC2pT1462,0.014948295925518,5.69515041723593,5.69515041723593,1.6203306109015302e-08,7.7903963633333095,4.75574165409133e-08,0.00013020976789204699,-2.0,2.0,,0,0,0,0.0,0,0,0,0,0
2103,AKTpT308_TSC2pT1462,0.112324899254128,23.2833279348355,23.2833279348355,3.870000369077069e-96,95.41228899356301,5.361952235500569e-95,3.1099322965903295e-92,0.0,1.0,0.0,1,7,0,0.00037999999999999997,2,0,0,0,0
2104,AKT_TSC2pT1462,0.0634645096906304,19.7265649918153,19.7265649918153,2.0656739263873698e-73,72.6849382322583,2.1119282026016394e-72,1.65997556724489e-69,0.0,1.0,0.0,1,7,0,0.00037999999999999997,2,0,0,0,0
2105,b-CateninpS_TSC2pT1462,0.00239019651897503,0.996861281527338,0.996861281527338,0.319073238817019,0.49610961925203,0.433796807708524,1.0,1.0,2.0,1.0,0,1,0,0.0,2,0,0,0,0
2106,Fibronectin_TSC2pT1462,-0.0009946261423276,-0.607207031832214,0.607207031832214,0.5438515083194079,0.26451966265596,0.6556241705452679,1.0,1.0,2.0,1.0,0,0,0,0.0,5,0,0,0,0
2107,HSP27_TSC2pT1462,0.0155203683754342,11.5613090540347,11.5613090540347,4.1917606426433e-29,28.377603524341897,2.1105882534011002e-28,3.3684988524281603e-25,2.0,2.0,1.0,0,0,0,0.0,12,0,0,0,0
2108,IGF1R-beta_TSC2pT1462,-0.00448212384689215,-2.68288102611038,2.68288102611038,0.0074196547170106205,2.12961630469214,0.0151715891363607,1.0,1.0,2.0,1.0,0,0,0,0.0,17,0,0,0,0
2109,IRS1_TSC2pT1462,0.0387945215701027,9.90081994582389,9.90081994582389,4.1374654095021695e-22,21.383265624038,1.81885514391463e-21,3.32486720307595e-18,1.0,1.0,1.0,0,1,0,0.0,15,0,0,0,0
2110,p27_TSC2pT1462,-0.0067987479143692105,-2.12277471368495,2.12277471368495,0.0340181579293623,1.46828920697191,0.0630175004887865,1.0,2.0,2.0,2.0,1,2,0,0.0016,136,0,0,0,0
2111,c-Myc_TSC2pT1462,-0.00486854921931662,-2.02960200013876,2.02960200013876,0.042661666870451004,1.36996217986417,0.077388071099536,1.0,0.0,1.0,0.0,1,1,0,6.7e-05,1,0,0,0,0
2112,SMAD3_TSC2pT1462,-0.00430619514132847,-2.5653967962709303,2.5653967962709303,0.0104507770364289,1.98085141767853,0.0209851185069322,1.0,1.0,2.0,1.0,1,1,0,1.6e-05,2,0,0,0,0
2113,STAT3_TSC2pT1462,-0.00130475786787599,-0.9467696922294121,0.9467696922294121,0.34398509481084494,0.46346037539837004,0.45985944645768106,1.0,1.0,1.0,1.0,0,0,0,0.0,19,0,0,0,0
2114,STAT5_TSC2pT1462,-0.0012010449870786,-0.40344707427123205,0.40344707427123205,0.686705697464665,0.163229349333332,0.775051542812648,1.0,1.0,1.0,1.0,0,0,0,0.0,16,0,0,0,0
2115,STAT5pY694_TSC2pT1462,0.0111046366036526,3.55340949001753,3.55340949001753,0.000398051791258731,3.4000604173872797,0.000918915310127884,1.0,1.0,1.0,1.0,0,0,0,0.0,16,0,0,0,0
2116,COX2_TSC2pT1462,0.0688894604636801,22.490009989481695,22.490009989481695,5.890823628667089e-91,90.22982397985159,7.6229724122332885e-90,4.733865867996869e-87,1.0,2.0,1.0,0,0,0,0.0,5,0,0,0,0
2117,PAX2_TSC2pT1462,-0.0339246525960789,-13.565780583512002,13.565780583512002,1.33439402483838e-38,37.87471591138971,8.09297387441604e-38,1.07231903836013e-34,1.0,2.0,0.0,0,0,0,0.0,1,0,0,0,0
2118,PLK1_TSC2pT1462,-0.00607698606193378,-2.81306982288455,2.81306982288455,0.00500330687206534,2.3007428593477597,0.0104297208881756,1.0,1.0,2.0,1.0,1,2,0,2.2e-05,14,0,0,0,0
2119,YBIpS102_TSC2pT1462,-0.0401453815975318,-13.2997724204474,13.2997724204474,2.7982263060823497e-37,36.553117164930605,1.6558576285476997e-36,2.24865465956778e-33,3.0,2.0,2.0,0,0,0,0.0,690,0,0,0,0
2120,CHK2pT68_TSC2pT1462,-0.00147961209123646,-0.697447236972958,0.697447236972958,0.4856852272090329,0.313645105996122,0.602030924857595,1.0,1.0,2.0,1.0,0,0,0,0.0,2,0,0,0,0
2121,S6pS235_TSC2pT1462,0.00663012479655399,1.9818311975702398,1.9818311975702398,0.0477718709018504,1.32082774999906,0.0856907934301942,1.0,-2.0,0.0,,0,1,0,0.0,0,0,0,0,0
2122,S6pS240_TSC2pT1462,-0.05917928076302599,-18.7166798662841,18.7166798662841,3.055874423027339e-67,66.5148644964664,2.9095979696028094e-66,2.4557006863447696e-63,-2.0,0.0,,0,1,0,0.0,0,0,0,0,0
2123,4EBP1pT37_TSC2pT1462,0.10554924056688499,29.1964955206795,29.1964955206795,5.400139460638588e-136,135.26759502421302,1.3561100220528697e-134,4.3395520705691686e-132,-2.0,1.0,,0,4,0,0.00063,0,0,0,0,0
2124,Caspase9_TSC2pT1462,0.0014386010780308698,0.40104609337047203,0.40104609337047203,0.688471949798602,0.16211374937342599,0.7766087294471601,1.0,2.0,1.0,1.0,0,0,0,8.4e-05,42,0,0,0,0
2125,a-tubulin_TSC2pT1462,0.0111731671458893,4.19306380566984,4.19306380566984,2.99632199629146e-05,4.5234115175085,7.44540617260302e-05,0.24078443562198198,2.0,2.0,1.0,0,0,0,0.0,14,0,0,0,0
2126,ATMpS1981_TSC2pT1462,-0.00336325851896565,-1.8222543843138999,1.8222543843138999,0.0687152518314571,1.1629468575388702,0.118369938631852,1.0,1.0,2.0,1.0,0,2,0,0.0,3,0,0,0,0
2127,ATR_TSC2pT1462,0.00886198907123506,3.0897522465499803,3.0897522465499803,0.00205865005679245,2.6864174714103504,0.00446754303440024,1.0,1.0,2.0,1.0,0,0,0,0.0,3,0,0,0,0
2128,BAK_TSC2pT1462,-0.0150971720515207,-4.30094101870239,4.30094101870239,1.8675989150435e-05,4.7287163870387,4.68254002180284e-05,0.150080248812896,3.0,2.0,1.0,0,0,0,0.0,80,0,0,0,0
2129,BCL-XL_TSC2pT1462,-0.00227161941584441,-1.31957423674978,1.31957423674978,0.18727953484036602,0.7275096779984941,0.282412899601648,1.0,2.0,2.0,2.0,0,0,0,0.0,42,0,0,0,0
2130,BCL2_TSC2pT1462,-0.00569134798563705,-1.7573370708161797,1.7573370708161797,0.0791666519340841,1.10145772157915,0.13415926084822902,1.0,1.0,1.0,1.0,0,0,0,0.00021,8,0,0,0,0
2131,bRAF_TSC2pT1462,0.0017574583355629801,1.84611615753308,1.84611615753308,0.06517102764805201,1.18594543078652,0.112820848379954,1.0,1.0,2.0,1.0,0,2,0,0.0,21,0,0,0,0
2132,c-JUNpS73_TSC2pT1462,-0.00604402216550094,-3.15765046835948,3.15765046835948,0.0016381541288585698,2.78564523922779,0.00359579529623258,1.0,1.0,2.0,1.0,0,0,0,0.0,18,0,0,0,0
2133,Casp9cAsp31_TSC2pT1462,-0.0048431294958896105,-1.8576319407376,1.8576319407376,0.06351537617649701,1.19712112541289,0.11031112231561,1.0,2.0,1.0,1.0,0,0,0,8.4e-05,42,0,0,0,0
2134,CHK1pS345_TSC2pT1462,0.000466801469516001,0.19194309275392998,0.19194309275392998,0.847825788936418,0.0716933773143421,0.895874824443532,1.0,1.0,2.0,1.0,0,0,0,0.0,2,0,0,0,0
2135,cRAFV_TSC2pT1462,0.00507548302959345,2.4267610417255496,2.4267610417255496,0.0154103120002316,1.8121885683804,0.0301584448976592,1.0,1.0,2.0,1.0,0,1,0,0.0,22,0,0,0,0
2136,EGFRV_TSC2pT1462,-0.00450960775896762,-1.75922828582921,1.75922828582921,0.0788448306253848,1.1032267754418001,0.133707388761625,1.0,1.0,2.0,1.0,0,1,0,0.0,18,0,0,0,0
2137,ELK1pS383_TSC2pT1462,-0.000786180207412634,-0.498032195719734,0.498032195719734,0.618570965145096,0.208610469029256,0.719984579624511,1.0,0.0,2.0,0.0,1,0,0,0.0,1,0,0,0,0
2138,ERa_TSC2pT1462,-0.007297814643259759,-6.62210147368618,6.62210147368618,5.7739528605298304e-11,10.2385267660901,1.8507971753976002e-10,4.6399485187217705e-07,1.0,1.0,1.0,1,2,0,9.2e-06,27,0,0,0,0
2139,GATA3_TSC2pT1462,-0.0110178937708024,-3.41458585975349,3.41458585975349,0.0006644704973323,3.17752429708427,0.00151009188816809,1.0,2.0,2.0,2.0,0,0,0,0.0,249,0,0,0,0
2140,GSK3ab_TSC2pT1462,-5.26215457820604e-05,-0.0146938475633887,0.0146938475633887,0.988279361644477,0.00512027396374202,0.992354485839688,1.0,0.0,1.0,0.0,1,3,0,9.4e-05,2,0,0,0,0
2141,mTORpS2448_TSC2pT1462,0.000655163352545877,0.325433043970014,0.325433043970014,0.74492149558248,0.127889493468876,0.820475484991887,1.0,1.0,0.0,1.0,1,26,0,0.00072,18,0,0,0,0
2142,p21_TSC2pT1462,4.29097448728929e-06,0.0021995583143317302,0.0021995583143317302,0.9982454469291671,0.000762661978150679,0.9988669420399431,1.0,1.0,2.0,1.0,0,0,0,0.0,4,0,0,0,0
2143,STAT6pY641_TSC2pT1462,0.00145404600024314,0.56424773829906,0.56424773829906,0.5727121967758371,0.24206356782775898,0.681420671200863,1.0,1.0,1.0,1.0,0,0,0,0.0,17,0,0,0,0
2144,TAZpS89_TSC2pT1462,-0.00320626845225974,-1.7645260059074097,1.7645260059074097,0.0779490080671338,1.10818940701409,0.13251496273058802,1.0,3.0,2.0,2.0,0,0,0,0.0,362,0,0,0,0
2145,XRCC1_TSC2pT1462,0.00101805202669179,0.733765469970259,0.733765469970259,0.4632638536621261,0.334171584466586,0.5804160162190269,1.0,1.0,2.0,1.0,0,0,0,6.2e-05,1,0,0,0,0
2146,PCNA_TSC2pT1462,-0.0079107590482991,-3.20750300461531,3.20750300461531,0.00138148894118806,2.8596525872586698,0.00306167819398434,1.0,2.0,2.0,2.0,0,0,0,0.0,43,0,0,0,0
2147,PDK1pS241_TSC2pT1462,0.000357065119351922,0.183235656225193,0.183235656225193,0.8546502992632571,0.0682115509645932,0.899537629977673,1.0,1.0,2.0,1.0,0,0,0,0.0,2,0,0,0,0
2148,PI3Kp85_TSC2pT1462,0.00354032903968995,1.25279245950385,1.25279245950385,0.21057441282630998,0.6765944016379639,0.310481922446077,1.0,1.0,1.0,1.0,0,1,0,0.0,11,0,0,0,0
2149,PKCa_TSC2pT1462,-0.00260444728720083,-1.3212366455048001,1.3212366455048001,0.186724997548785,0.7287975375903951,0.281629519576208,1.0,1.0,1.0,1.0,0,0,0,0.0,38,0,0,0,0
2150,RAD51_TSC2pT1462,0.0021962972088759103,2.34770624597396,2.34770624597396,0.019083731873778,1.71933669390292,0.0367674105340878,1.0,2.0,2.0,1.0,0,0,0,0.0,8,0,0,0,0
2151,SRCpY416_TSC2pT1462,0.00125648554727148,0.5051426116338289,0.5051426116338289,0.613570091977224,0.21213581790819197,0.715623985359793,1.0,1.0,2.0,1.0,0,0,0,0.0,26,0,0,0,0
2152,4EBP1pT70_TSC2pT1462,0.0033015170524127104,1.9029331222963601,1.9029331222963601,0.0573365356609914,1.24156855116573,0.10086611220922198,1.0,-2.0,1.0,,0,4,0,0.00063,0,0,0,0,0
2153,ACCpS79_TSC2pT1462,-0.0159985870208835,-6.51825868439279,6.51825868439279,1.12667241597385e-10,9.94820233827099,3.5772183069007803e-10,9.053939534765881e-07,-2.0,2.0,,0,0,0,0.00016,0,0,0,0,0
2154,Collagenase_TSC2pT1462,-0.0156698638020303,-4.71768563665305,4.71768563665305,2.72471481089958e-06,5.56467894752834,7.1883808996680895e-06,0.021895808220389,2.0,2.0,1.0,0,0,0,0.0,38,0,0,0,0
2155,CyclinE1_TSC2pT1462,0.000389533894216861,0.181493363438417,0.181493363438417,0.8560171583070959,0.0675175300852215,0.900504501133109,1.0,2.0,2.0,2.0,0,0,0,0.0,44,0,0,0,0
2156,IRS1pS307_TSC2pT1462,0.000541040058003924,0.240081121082154,0.240081121082154,0.8103166229602321,0.0913452518174915,0.870083428929506,1.0,1.0,1.0,1.0,0,1,0,0.0,15,0,0,0,0
2157,p38_TSC2pT1462,0.0175515422468088,8.881351036940089,8.881351036940089,3.0122124202535998e-18,17.5211144050839,1.20548501041623e-17,2.42061390091579e-14,0.0,2.0,0.0,1,0,0,7.099999999999999e-05,2,0,0,0,0
2158,SMAD3pS423_TSC2pT1462,-0.0006624346658853231,-0.227125382499008,0.227125382499008,0.8203727167449251,0.0859887914584208,0.8769019982167131,1.0,1.0,2.0,1.0,1,1,0,1.6e-05,2,0,0,0,0
2159,TSC2_TSC2pT1462,0.0192394747048557,13.1758840030248,13.1758840030248,1.1382798704878898e-36,35.9437509442108,6.66221197322703e-36,9.147217039240709e-33,-1.0,-1.0,-1.0,0,0,0,0.0,1,0,0,0,0
2160,SRC_TSC2pT1462,-0.0047731729446377396,-2.1876737269716497,2.1876737269716497,0.0289245104882582,1.53873398221363,0.0542191197302643,1.0,1.0,2.0,1.0,0,0,0,0.0,26,0,0,0,0
2161,G2M_TSC2pT1462,0.0,,,,,,,inf,inf,,0,0,0,0.0,0,0,0,0,0
2162,G1arrest_TSC2pT1462,0.0,,,,,,,inf,inf,,0,0,0,0.0,0,0,0,0,0
2163,G2arrest_TSC2pT1462,0.0,,,,,,,inf,inf,,0,0,0,0.0,0,0,0,0,0
2164,Sarrest_TSC2pT1462,0.0,,,,,,,inf,inf,,0,0,0,0.0,0,0,0,0,0
2165,cellviab_TSC2pT1462,0.0,,,,,,,inf,inf,,0,0,0,0.0,0,0,0,0,0
2166,aMEK_TSC2pT1462,0.0127279345805077,3.5333434523877,3.5333434523877,0.000429115835684117,3.3674254583796297,0.0009883562211400311,1.0,inf,inf,,0,0,0,0.0,0,0,0,0,0
2167,aAKT_TSC2pT1462,0.0546386471476121,13.9893481134303,13.9893481134303,9.649721737125909e-41,40.0154852099488,6.058215928089359e-40,7.754516387954379e-37,inf,inf,,0,0,0,0.0,0,0,0,0,0
2168,aHDAC_TSC2pT1462,0.0676144569025646,20.1856483101513,20.1856483101513,2.9059187904615396e-76,75.5367165267714,3.0645621260037995e-75,2.3351963400148897e-72,inf,inf,,0,0,0,0.0,0,0,0,0,0
2169,aMDM2_TSC2pT1462,0.0384130473914205,11.1904298468382,11.1904298468382,1.80660571380808e-27,26.7431366205448,8.81474408995854e-27,1.4517883516161697e-23,inf,inf,,0,0,0,0.0,0,0,0,0,0
2170,aJAK_TSC2pT1462,0.15630638990782902,28.179398576655604,28.179398576655604,4.8806918241280885e-129,128.311518613631,1.1238177506788895e-127,3.922123949869338e-125,inf,inf,,0,0,0,0.0,0,0,0,0,0
2171,aBRAFm_TSC2pT1462,0.049509025218360994,12.3852594468351,12.3852594468351,7.08448061900685e-33,32.1496919834642,3.83114981523143e-32,5.6930886254339e-29,inf,inf,,0,0,0,0.0,0,0,0,0,0
2172,aPKC_TSC2pT1462,-0.181853615564393,-28.4828480026432,28.4828480026432,4.127102786368749e-131,130.384354714792,9.841364389097708e-130,3.3165397991259295e-127,inf,inf,,0,0,0,0.0,0,0,0,0,0
2173,aSTAT3_TSC2pT1462,0.14863247730935,26.9424068568213,26.9424068568213,1.2871369591543996e-120,119.89037523907801,2.58585815094118e-119,1.0343432603764697e-116,inf,inf,,0,0,0,0.0,0,0,0,0,0
2174,amTOR_TSC2pT1462,0.00123849230705622,0.254270420094576,0.254270420094576,0.799338976882708,0.0972690097095022,0.862676338736159,1.0,inf,inf,,0,0,0,0.0,0,0,0,0,0
2175,aPI3K_TSC2pT1462,-0.0165749457698002,-3.4386801617487204,3.4386801617487204,0.0006086897750842151,3.2156039935678398,0.00138882198539942,1.0,inf,inf,,0,0,0,0.0,0,0,0,0,0
2176,aCDK4_TSC2pT1462,0.12087225556511501,21.874442624442896,21.874442624442896,5.639484760049689e-87,86.24876057262821,6.940107125843688e-86,4.531889953175928e-83,inf,inf,,0,0,0,0.0,0,0,0,0,0
2177,aSRC_TSC2pT1462,0.00368805938823274,1.38061729873355,1.38061729873355,0.167705468254129,0.7754527764286421,0.25714198490558604,1.0,inf,inf,,0,0,0,0.0,0,0,0,0,0
2178,4EBP1pS65_YAPpS127,0.23337205217856102,38.9198921055526,38.9198921055526,2.153491555878799e-202,201.666856826823,2.2186484798771792e-200,1.7305458143041992e-198,-2.0,1.0,,0,0,0,0.0,0,0,0,0,0
2179,RbpS807_YAPpS127,0.014640028055926999,6.13137840075706,6.13137840075706,1.2528717415586398e-09,8.90209338613625,3.82962240972431e-09,1.00680773151652e-05,1.0,1.0,1.0,0,0,0,0.0,4,0,0,0,0
